Trial,Reward,Algorithm
107,2.0123222694612033,ThompsonSampling
108,5.029053503837341,ThompsonSampling
109,1.9392128394283032,ThompsonSampling
110,4.558611568225503,ThompsonSampling
111,2.4707333238208498,ThompsonSampling
112,2.701448391637411,ThompsonSampling
113,3.6535978526984385,ThompsonSampling
114,4.030838980569751,ThompsonSampling
115,3.1736755883860495,ThompsonSampling
116,4.763241336430408,ThompsonSampling
117,4.33897920874717,ThompsonSampling
118,2.267885369235914,ThompsonSampling
119,1.7441516736828073,ThompsonSampling
120,3.5817619330452657,ThompsonSampling
121,2.531928607433032,ThompsonSampling
122,2.3865854605436,ThompsonSampling
123,3.8929842036083153,ThompsonSampling
124,1.932334653111042,ThompsonSampling
125,2.1438185758960344,ThompsonSampling
126,3.42520829923848,ThompsonSampling
127,1.7176887970996857,ThompsonSampling
128,2.4151058087787143,ThompsonSampling
129,4.089688905041885,ThompsonSampling
130,3.4191313160343495,ThompsonSampling
131,2.9605768092076814,ThompsonSampling
132,3.599426186933219,ThompsonSampling
133,5.467689944852159,ThompsonSampling
134,4.062593507332318,ThompsonSampling
135,2.0550805966362953,ThompsonSampling
136,4.657923626660788,ThompsonSampling
137,4.215257527033557,ThompsonSampling
138,3.361758748302577,ThompsonSampling
139,3.437599916820592,ThompsonSampling
140,2.553611393970221,ThompsonSampling
141,5.844318109119262,ThompsonSampling
142,3.163365729810359,ThompsonSampling
143,2.010226327512121,ThompsonSampling
144,1.0324816679167017,ThompsonSampling
145,2.8120453476131493,ThompsonSampling
146,0.7255400658788158,ThompsonSampling
147,3.3446001371234533,ThompsonSampling
148,3.1160719789008366,ThompsonSampling
149,2.3597925752331568,ThompsonSampling
150,0.8541244225828462,ThompsonSampling
151,5.811291476448432,ThompsonSampling
152,1.1349216964279083,ThompsonSampling
153,3.56818880690187,ThompsonSampling
154,3.5072257820707144,ThompsonSampling
155,3.496886687687965,ThompsonSampling
156,2.3584889275054772,ThompsonSampling
157,2.437931395814415,ThompsonSampling
158,5.234533374200634,ThompsonSampling
159,2.9005173984599004,ThompsonSampling
160,3.1790889554018764,ThompsonSampling
161,4.028892477502321,ThompsonSampling
162,1.27674117166639,ThompsonSampling
163,2.3843013058332887,ThompsonSampling
164,3.034721773625706,ThompsonSampling
165,1.5733677176714636,ThompsonSampling
166,2.982886384867432,ThompsonSampling
167,4.486043077778583,ThompsonSampling
168,4.927332132981579,ThompsonSampling
169,2.9968966165993876,ThompsonSampling
170,2.85992153740958,ThompsonSampling
171,1.9922769418183701,ThompsonSampling
172,2.353889541259175,ThompsonSampling
173,2.8807870022323945,ThompsonSampling
174,2.987033189468803,ThompsonSampling
175,4.83142335852671,ThompsonSampling
176,4.81576289875449,ThompsonSampling
177,2.670163681023234,ThompsonSampling
178,2.845854220474073,ThompsonSampling
179,4.494013924178138,ThompsonSampling
180,2.2702353592796936,ThompsonSampling
181,3.4891099317965244,ThompsonSampling
182,3.1001233885435666,ThompsonSampling
183,2.1036695123677323,ThompsonSampling
184,2.9429459047100712,ThompsonSampling
185,1.3888649186972073,ThompsonSampling
186,2.766204385861342,ThompsonSampling
187,3.5076751796498153,ThompsonSampling
188,3.4262442405731517,ThompsonSampling
189,2.538150528679913,ThompsonSampling
190,3.5421917802372245,ThompsonSampling
191,1.6221667048214354,ThompsonSampling
192,2.196876495250333,ThompsonSampling
193,2.4259372646669464,ThompsonSampling
194,5.2005552732832765,ThompsonSampling
195,2.147461994811869,ThompsonSampling
196,3.046469438126941,ThompsonSampling
197,3.502513867378632,ThompsonSampling
198,2.5455263845277596,ThompsonSampling
199,3.9545567372941943,ThompsonSampling
200,4.761667472799305,ThompsonSampling
201,3.238077580090084,ThompsonSampling
202,5.166177967272919,ThompsonSampling
203,3.7262443935086114,ThompsonSampling
204,1.8465325876449963,ThompsonSampling
205,2.3800943418886042,ThompsonSampling
206,3.393782319519909,ThompsonSampling
207,2.2699983150313328,ThompsonSampling
208,3.3152631761224334,ThompsonSampling
209,2.251603779303242,ThompsonSampling
210,1.1721308742182908,ThompsonSampling
211,3.3297278241915533,ThompsonSampling
212,2.2544094481451737,ThompsonSampling
213,3.713687771322837,ThompsonSampling
214,3.530559961039525,ThompsonSampling
215,4.019725281404311,ThompsonSampling
216,1.9612942248295635,ThompsonSampling
217,3.1792680989147724,ThompsonSampling
218,2.946273924126489,ThompsonSampling
219,3.114049857713697,ThompsonSampling
220,1.5660600288118594,ThompsonSampling
221,3.053867584184014,ThompsonSampling
222,2.7104020162189135,ThompsonSampling
223,2.658348886077329,ThompsonSampling
224,1.3900455318303504,ThompsonSampling
225,1.4741818087388783,ThompsonSampling
226,4.98710029745675,ThompsonSampling
227,2.3506870880411497,ThompsonSampling
228,1.1647446125308587,ThompsonSampling
229,1.1131177469820013,ThompsonSampling
230,1.8486394228980139,ThompsonSampling
231,3.0597926625291962,ThompsonSampling
232,4.437420892559398,ThompsonSampling
233,1.4845253933913494,ThompsonSampling
234,3.9715843563426967,ThompsonSampling
235,2.773655316257509,ThompsonSampling
236,1.6837339818974744,ThompsonSampling
237,0.8937937249941483,ThompsonSampling
238,3.507735422998403,ThompsonSampling
239,3.6942991869652246,ThompsonSampling
240,2.659677213594758,ThompsonSampling
241,3.3199878238730474,ThompsonSampling
242,2.3539405538070417,ThompsonSampling
243,4.306518125715364,ThompsonSampling
244,1.8114211023583204,ThompsonSampling
245,1.984602696673998,ThompsonSampling
246,2.200587242275024,ThompsonSampling
247,4.152037598506836,ThompsonSampling
248,1.9359278390406884,ThompsonSampling
249,3.0888045995365956,ThompsonSampling
250,1.7654400320406765,ThompsonSampling
251,5.003507417720288,ThompsonSampling
252,3.8739364113481916,ThompsonSampling
253,3.041886800857326,ThompsonSampling
254,0.5588660997060955,ThompsonSampling
255,4.938214332048661,ThompsonSampling
256,1.8660310181144162,ThompsonSampling
257,3.108342683180363,ThompsonSampling
258,3.1958173738072433,ThompsonSampling
259,3.3273836286602685,ThompsonSampling
260,3.9051387448207717,ThompsonSampling
261,3.039131032469565,ThompsonSampling
262,2.0382979331234434,ThompsonSampling
263,2.160403975331167,ThompsonSampling
264,1.5211366239822992,ThompsonSampling
265,3.4752365617300747,ThompsonSampling
266,2.293962506249185,ThompsonSampling
267,2.1039573274141823,ThompsonSampling
268,3.894486658240701,ThompsonSampling
269,4.744909195149452,ThompsonSampling
270,3.4639041317292976,ThompsonSampling
271,3.262946802366682,ThompsonSampling
272,4.22393701789586,ThompsonSampling
273,2.6850767716591943,ThompsonSampling
274,1.9827965849069635,ThompsonSampling
275,2.183322442253341,ThompsonSampling
276,3.927983831427067,ThompsonSampling
277,2.728445075878337,ThompsonSampling
278,3.824017642479222,ThompsonSampling
279,3.6854063034341893,ThompsonSampling
280,2.482582695408172,ThompsonSampling
281,2.3869368299797102,ThompsonSampling
282,4.119482361983929,ThompsonSampling
283,0.8193059760477137,ThompsonSampling
284,3.218258139817211,ThompsonSampling
285,2.3798462715880215,ThompsonSampling
286,4.8474470667733645,ThompsonSampling
287,3.5897076199107016,ThompsonSampling
288,3.4652299484476754,ThompsonSampling
289,4.086411749347031,ThompsonSampling
290,3.5453328604570506,ThompsonSampling
291,3.444099334302985,ThompsonSampling
292,2.4911112558581943,ThompsonSampling
293,3.759276936869652,ThompsonSampling
294,1.8858173657717914,ThompsonSampling
295,3.8000131143982068,ThompsonSampling
296,2.571738566348551,ThompsonSampling
297,3.0999568395419215,ThompsonSampling
298,3.679979366091245,ThompsonSampling
299,3.7729639884617345,ThompsonSampling
300,4.231717405719833,ThompsonSampling
301,1.6501361204782614,ThompsonSampling
302,3.817495930862879,ThompsonSampling
303,4.544469895480241,ThompsonSampling
304,4.117978362106804,ThompsonSampling
305,3.1765382265479567,ThompsonSampling
306,2.2574079868563337,ThompsonSampling
307,4.698594380783512,ThompsonSampling
308,2.254739255759845,ThompsonSampling
309,3.306711691108447,ThompsonSampling
310,2.7785783973484315,ThompsonSampling
311,2.3734087849723347,ThompsonSampling
312,1.398189834858264,ThompsonSampling
313,4.449334744531876,ThompsonSampling
314,2.731638658132496,ThompsonSampling
315,2.70945198105411,ThompsonSampling
316,2.587701056026509,ThompsonSampling
317,2.344527631737485,ThompsonSampling
318,1.4696927313828374,ThompsonSampling
319,2.9040119937822495,ThompsonSampling
320,2.7942991770273014,ThompsonSampling
321,2.6362514580277754,ThompsonSampling
322,2.275003380349908,ThompsonSampling
323,3.985023168753621,ThompsonSampling
324,2.625848876285556,ThompsonSampling
325,4.18474724012988,ThompsonSampling
326,2.7698992699217886,ThompsonSampling
327,5.461350786328042,ThompsonSampling
328,2.4084894064181794,ThompsonSampling
329,2.3644317027508968,ThompsonSampling
330,2.8993400678057464,ThompsonSampling
331,4.5774753152781855,ThompsonSampling
332,2.2247543320370546,ThompsonSampling
333,3.338896144934828,ThompsonSampling
334,4.046107776585992,ThompsonSampling
335,3.0867641378546655,ThompsonSampling
336,3.651879294084842,ThompsonSampling
337,3.4430660759257017,ThompsonSampling
338,2.1020295623099483,ThompsonSampling
339,3.162469492265479,ThompsonSampling
340,3.1907369993071937,ThompsonSampling
341,1.2659830480436711,ThompsonSampling
342,2.993237637813518,ThompsonSampling
343,4.23913263687194,ThompsonSampling
344,3.505077440911465,ThompsonSampling
345,2.777181495774589,ThompsonSampling
346,2.1871642604859884,ThompsonSampling
347,1.7864865943390194,ThompsonSampling
348,2.679170936495589,ThompsonSampling
349,2.1726397351765403,ThompsonSampling
350,2.7885642450433705,ThompsonSampling
351,4.356345702129762,ThompsonSampling
352,2.9709110711274342,ThompsonSampling
353,2.9842628971888443,ThompsonSampling
354,3.3923594635827174,ThompsonSampling
355,3.1031321610938236,ThompsonSampling
356,2.623896776805757,ThompsonSampling
357,4.7804443190927675,ThompsonSampling
358,2.5427924144575385,ThompsonSampling
359,2.6662877744723588,ThompsonSampling
360,4.322351850987113,ThompsonSampling
361,3.066006961947559,ThompsonSampling
362,1.7001140303310405,ThompsonSampling
363,3.3811845368276936,ThompsonSampling
364,2.0987057980879222,ThompsonSampling
365,4.480444021358862,ThompsonSampling
366,3.1621452539447814,ThompsonSampling
367,2.583995803462092,ThompsonSampling
368,2.116769737176308,ThompsonSampling
369,1.2367742706876639,ThompsonSampling
370,2.9928030428947054,ThompsonSampling
371,3.2211755098485066,ThompsonSampling
372,2.753203764168159,ThompsonSampling
373,3.0109762532817066,ThompsonSampling
374,4.574566999922487,ThompsonSampling
375,2.2829116712137667,ThompsonSampling
376,0.5986196196527453,ThompsonSampling
377,4.409900844347947,ThompsonSampling
378,3.3898517264429393,ThompsonSampling
379,3.0311639981834055,ThompsonSampling
380,2.577550941985776,ThompsonSampling
381,3.60283150378306,ThompsonSampling
382,3.951598412349501,ThompsonSampling
383,2.9227199029190443,ThompsonSampling
384,2.3004974585511917,ThompsonSampling
385,1.9367215042748769,ThompsonSampling
386,3.170010706672606,ThompsonSampling
387,4.875566800247328,ThompsonSampling
388,3.2682360994750637,ThompsonSampling
389,2.080686961224367,ThompsonSampling
390,3.186963619518192,ThompsonSampling
391,3.1921449626843046,ThompsonSampling
392,4.44412801944109,ThompsonSampling
393,3.9171639866278456,ThompsonSampling
394,1.8046752217260793,ThompsonSampling
395,2.585188850668211,ThompsonSampling
396,1.0072631669787113,ThompsonSampling
397,2.2979315262415687,ThompsonSampling
398,3.682364053808159,ThompsonSampling
399,3.0062145195990473,ThompsonSampling
400,4.288650473489436,ThompsonSampling
401,3.5420387990757334,ThompsonSampling
402,4.249671270309489,ThompsonSampling
403,2.957995786641835,ThompsonSampling
404,1.6251185117616014,ThompsonSampling
405,3.958498190446065,ThompsonSampling
406,2.2115903337897453,ThompsonSampling
407,1.7144382799990314,ThompsonSampling
408,2.176620968802654,ThompsonSampling
409,1.0491631030290236,ThompsonSampling
410,3.18052873594846,ThompsonSampling
411,1.2847947267106237,ThompsonSampling
412,2.603669249670243,ThompsonSampling
413,2.6114406773693433,ThompsonSampling
414,2.7119793329679074,ThompsonSampling
415,3.034587940663234,ThompsonSampling
416,2.857102282780499,ThompsonSampling
417,4.440596610045704,ThompsonSampling
418,2.0343960094060862,ThompsonSampling
419,2.7178498662841113,ThompsonSampling
420,3.954571719625265,ThompsonSampling
421,2.6538594134898728,ThompsonSampling
422,3.5811804688856097,ThompsonSampling
423,3.8863503664271306,ThompsonSampling
424,4.176988623017328,ThompsonSampling
425,1.9569241833575408,ThompsonSampling
426,2.468018653191864,ThompsonSampling
427,3.653597265131939,ThompsonSampling
428,4.17985152402553,ThompsonSampling
429,3.376435768736102,ThompsonSampling
430,4.940859936486596,ThompsonSampling
431,4.10847888912763,ThompsonSampling
432,2.648235941491659,ThompsonSampling
433,3.1098407814441846,ThompsonSampling
434,4.01594684886245,ThompsonSampling
435,3.0050525108972934,ThompsonSampling
436,1.4236707587487898,ThompsonSampling
437,2.619737740156191,ThompsonSampling
438,2.570820158951321,ThompsonSampling
439,2.658559057420963,ThompsonSampling
440,2.3963358081519837,ThompsonSampling
441,1.8602608133324847,ThompsonSampling
442,2.716883368123363,ThompsonSampling
443,2.8794183604213046,ThompsonSampling
444,4.6625812298039815,ThompsonSampling
445,3.241387326241969,ThompsonSampling
446,3.339955216773275,ThompsonSampling
447,2.139260497101729,ThompsonSampling
448,3.756207734665132,ThompsonSampling
449,3.9206210511794204,ThompsonSampling
450,2.6106968086185685,ThompsonSampling
451,0.6733078472287817,ThompsonSampling
452,2.023370525728747,ThompsonSampling
453,4.422788584722311,ThompsonSampling
454,3.7636957347642293,ThompsonSampling
455,2.3269455885207235,ThompsonSampling
456,4.169717950275754,ThompsonSampling
457,1.992157563894631,ThompsonSampling
458,1.3667969266764894,ThompsonSampling
459,2.557961002568992,ThompsonSampling
460,2.325157532707385,ThompsonSampling
461,3.084179266418446,ThompsonSampling
462,2.6849232120326816,ThompsonSampling
463,2.823976790088479,ThompsonSampling
464,2.515315033116373,ThompsonSampling
465,3.462054501925481,ThompsonSampling
466,2.5505078979937106,ThompsonSampling
467,4.375989117830935,ThompsonSampling
468,2.120175729106167,ThompsonSampling
469,2.80146166783505,ThompsonSampling
470,4.598459326191178,ThompsonSampling
471,3.860638049206923,ThompsonSampling
472,1.9421447389969066,ThompsonSampling
473,2.6205975157202097,ThompsonSampling
474,4.5741648347873625,ThompsonSampling
475,3.1363470091133188,ThompsonSampling
476,3.008872933085059,ThompsonSampling
477,2.399774886649389,ThompsonSampling
478,4.219625807572885,ThompsonSampling
479,2.985002748604803,ThompsonSampling
480,2.850607471080384,ThompsonSampling
481,3.5648859902385768,ThompsonSampling
482,3.0529833686862045,ThompsonSampling
483,4.597114974221259,ThompsonSampling
484,3.6208890412108374,ThompsonSampling
485,1.6106328565920334,ThompsonSampling
486,1.9291688920577459,ThompsonSampling
487,4.1153050073849435,ThompsonSampling
488,4.032601356166101,ThompsonSampling
489,3.432684445535545,ThompsonSampling
490,1.7117108626961337,ThompsonSampling
491,3.1275250372426338,ThompsonSampling
492,2.078147704552836,ThompsonSampling
493,3.4158244106989977,ThompsonSampling
494,2.112083822568441,ThompsonSampling
495,3.0728380141641747,ThompsonSampling
496,4.209520787877972,ThompsonSampling
497,2.0244523259214944,ThompsonSampling
498,3.1485004125986102,ThompsonSampling
499,1.7001005748494404,ThompsonSampling
500,3.088115027557287,ThompsonSampling
501,3.2370173438503262,ThompsonSampling
502,2.6203565903777166,ThompsonSampling
503,2.311799434910356,ThompsonSampling
504,2.1297997447529387,ThompsonSampling
505,3.872076867368189,ThompsonSampling
506,1.6660011008888067,ThompsonSampling
507,5.20829811870747,ThompsonSampling
508,4.389315622810782,ThompsonSampling
509,4.217187335400465,ThompsonSampling
510,2.979297921291724,ThompsonSampling
511,2.4409605968412724,ThompsonSampling
512,3.71447899175027,ThompsonSampling
513,1.4950011192845425,ThompsonSampling
514,3.194252920181628,ThompsonSampling
515,3.17593047918218,ThompsonSampling
516,2.995416669026708,ThompsonSampling
517,1.3074948938544342,ThompsonSampling
518,3.4916466025312163,ThompsonSampling
519,4.756976436693361,ThompsonSampling
520,1.991620490351158,ThompsonSampling
521,2.6825123123660815,ThompsonSampling
522,4.226072700784221,ThompsonSampling
523,3.256314231773547,ThompsonSampling
524,2.4118263927566552,ThompsonSampling
525,2.197417447606953,ThompsonSampling
526,4.397653019746168,ThompsonSampling
527,2.210184321514097,ThompsonSampling
528,2.8323961513415408,ThompsonSampling
529,1.5673648953286632,ThompsonSampling
530,2.105671730902504,ThompsonSampling
531,2.3980966702265283,ThompsonSampling
532,2.094193217962001,ThompsonSampling
533,4.338702356447339,ThompsonSampling
534,4.213440425872922,ThompsonSampling
535,1.860807978376428,ThompsonSampling
536,1.4034592767496068,ThompsonSampling
537,3.265859876822421,ThompsonSampling
538,0.7250871324182158,ThompsonSampling
539,1.410708902762565,ThompsonSampling
540,2.179658741040386,ThompsonSampling
541,3.472492631047283,ThompsonSampling
542,2.551006502791279,ThompsonSampling
543,3.361454898654962,ThompsonSampling
544,3.0959602177332686,ThompsonSampling
545,3.4267878292378597,ThompsonSampling
546,3.648152420667836,ThompsonSampling
547,2.395295654331428,ThompsonSampling
548,3.6457011952603477,ThompsonSampling
549,4.039233580196488,ThompsonSampling
550,2.842761994252267,ThompsonSampling
551,2.461917929715571,ThompsonSampling
552,3.8087115874909867,ThompsonSampling
553,3.36151088881455,ThompsonSampling
554,3.272745077193525,ThompsonSampling
555,4.604191878419828,ThompsonSampling
556,1.9556910267252263,ThompsonSampling
557,2.077085373286539,ThompsonSampling
558,4.337734056116876,ThompsonSampling
559,4.379348557425593,ThompsonSampling
560,2.5778499063719305,ThompsonSampling
561,1.8940171939248076,ThompsonSampling
562,1.264768960882244,ThompsonSampling
563,2.214299453589627,ThompsonSampling
564,2.4819575979106028,ThompsonSampling
565,4.299125465393836,ThompsonSampling
566,4.391067662771406,ThompsonSampling
567,2.045379907681739,ThompsonSampling
568,0.9588880012864158,ThompsonSampling
569,3.5655679089586894,ThompsonSampling
570,3.9587694386712733,ThompsonSampling
571,3.406080635247009,ThompsonSampling
572,3.347330200987156,ThompsonSampling
573,3.017606821172466,ThompsonSampling
574,3.1275615006590467,ThompsonSampling
575,3.4595442573601347,ThompsonSampling
576,2.282215231194965,ThompsonSampling
577,3.476437437784778,ThompsonSampling
578,2.33638197692696,ThompsonSampling
579,3.385803170041414,ThompsonSampling
580,3.6730677632940756,ThompsonSampling
581,3.5063022805691917,ThompsonSampling
582,1.7660773253268018,ThompsonSampling
583,2.5390579425393147,ThompsonSampling
584,2.7968553914155394,ThompsonSampling
585,2.2078562307952585,ThompsonSampling
586,2.70311980202902,ThompsonSampling
587,1.6062523328201554,ThompsonSampling
588,3.5769145169280776,ThompsonSampling
589,3.0624885094406165,ThompsonSampling
590,3.5170029992725165,ThompsonSampling
591,2.4188823748308366,ThompsonSampling
592,2.5742019386924704,ThompsonSampling
593,4.222760245902423,ThompsonSampling
594,3.349289079650223,ThompsonSampling
595,2.5669786454383545,ThompsonSampling
596,3.1458964529862192,ThompsonSampling
597,3.768171404710567,ThompsonSampling
598,3.0744951339210713,ThompsonSampling
599,2.57923105755545,ThompsonSampling
600,2.5253078585768867,ThompsonSampling
601,3.195101188038552,ThompsonSampling
602,3.066330033236986,ThompsonSampling
603,2.805832669083727,ThompsonSampling
604,4.2573119369432595,ThompsonSampling
605,3.8224395573534102,ThompsonSampling
606,3.8016543964093628,ThompsonSampling
607,5.326107922366411,ThompsonSampling
608,3.743873339549745,ThompsonSampling
609,2.9052414012179857,ThompsonSampling
610,3.3266361736838523,ThompsonSampling
611,2.3912450629745536,ThompsonSampling
612,1.409526944952354,ThompsonSampling
613,3.501718911616785,ThompsonSampling
614,3.5980839725561973,ThompsonSampling
615,3.3728797724718396,ThompsonSampling
616,3.7623721592564023,ThompsonSampling
617,4.721501192554336,ThompsonSampling
618,1.4967919740518114,ThompsonSampling
619,4.92028150610464,ThompsonSampling
620,3.129657931550186,ThompsonSampling
621,1.9039750524015389,ThompsonSampling
622,2.3360091743279847,ThompsonSampling
623,2.0007105778477583,ThompsonSampling
624,3.649322662615139,ThompsonSampling
625,3.7215825240053144,ThompsonSampling
626,2.887852629652797,ThompsonSampling
627,2.7816840130263274,ThompsonSampling
628,1.8129332861848344,ThompsonSampling
629,4.806311265475211,ThompsonSampling
630,2.6004509305511405,ThompsonSampling
631,0.9700339112045784,ThompsonSampling
632,2.740473094572632,ThompsonSampling
633,4.533877915548869,ThompsonSampling
634,3.025552830947531,ThompsonSampling
635,2.349139652640969,ThompsonSampling
636,2.4523403081042385,ThompsonSampling
637,3.4221902096697483,ThompsonSampling
638,3.8013402183209695,ThompsonSampling
639,2.305768699216892,ThompsonSampling
640,2.574298297875971,ThompsonSampling
641,4.569166007275499,ThompsonSampling
642,2.4206582319137313,ThompsonSampling
643,3.7636705854702086,ThompsonSampling
644,4.26430071120523,ThompsonSampling
645,2.367215551948622,ThompsonSampling
646,3.2204115991194016,ThompsonSampling
647,1.8414084176655923,ThompsonSampling
648,1.642783890126047,ThompsonSampling
649,1.7928548036299683,ThompsonSampling
650,4.992604217459185,ThompsonSampling
651,2.2907041007237674,ThompsonSampling
652,2.083553984754447,ThompsonSampling
653,4.2053522285237435,ThompsonSampling
654,2.42647595821227,ThompsonSampling
655,3.4145587046656223,ThompsonSampling
656,2.8607021139037054,ThompsonSampling
657,2.235375435236198,ThompsonSampling
658,1.8034039770844945,ThompsonSampling
659,3.8049191477633486,ThompsonSampling
660,4.7413342726430106,ThompsonSampling
661,1.6457011252478255,ThompsonSampling
662,4.507488451672832,ThompsonSampling
663,2.1359469070880737,ThompsonSampling
664,3.7129025851039277,ThompsonSampling
665,3.52820611325498,ThompsonSampling
666,2.1594713567180133,ThompsonSampling
667,4.456385735312521,ThompsonSampling
668,2.851277154343058,ThompsonSampling
669,1.3231073010274526,ThompsonSampling
670,2.44997885074336,ThompsonSampling
671,3.202492363490439,ThompsonSampling
672,0.9374434667265183,ThompsonSampling
673,2.1370274024200984,ThompsonSampling
674,4.33541949302972,ThompsonSampling
675,3.8351874281754093,ThompsonSampling
676,4.576977073305956,ThompsonSampling
677,1.129984698201563,ThompsonSampling
678,2.3940646935621075,ThompsonSampling
679,3.2695422647759846,ThompsonSampling
680,4.2017244260126265,ThompsonSampling
681,1.8570034488877756,ThompsonSampling
682,2.390869784193469,ThompsonSampling
683,2.0679185911572193,ThompsonSampling
684,4.5028719844999285,ThompsonSampling
685,2.7643371081656363,ThompsonSampling
686,5.327840022688797,ThompsonSampling
687,2.3365347670628864,ThompsonSampling
688,1.961066674396941,ThompsonSampling
689,1.9517899119353253,ThompsonSampling
690,2.617729764064306,ThompsonSampling
691,4.528903431792596,ThompsonSampling
692,3.1886713218643448,ThompsonSampling
693,3.1078872379413998,ThompsonSampling
694,4.1948631302060955,ThompsonSampling
695,2.368241609478764,ThompsonSampling
696,1.615442166642265,ThompsonSampling
697,2.4756958819191266,ThompsonSampling
698,4.4115095383516145,ThompsonSampling
699,1.3519197640231737,ThompsonSampling
700,3.1269352271695485,ThompsonSampling
701,2.6019753981873324,ThompsonSampling
702,3.0660198627601916,ThompsonSampling
703,1.2169666789662419,ThompsonSampling
704,2.5815525403039348,ThompsonSampling
705,1.7687599839145047,ThompsonSampling
706,3.636159618185279,ThompsonSampling
707,2.284287997009872,ThompsonSampling
708,5.151468354127902,ThompsonSampling
709,2.433246267070923,ThompsonSampling
710,2.984336703311183,ThompsonSampling
711,3.441406666995695,ThompsonSampling
712,0.9993924355775996,ThompsonSampling
713,2.3552415202669317,ThompsonSampling
714,3.5671289339690038,ThompsonSampling
