Bandit,Reward,Algorithm
3,3.985281741365063,EpsilonGreedy
3,4.7964054296963266,EpsilonGreedy
3,3.9938008603261275,EpsilonGreedy
3,4.4031193270855775,EpsilonGreedy
3,3.877088693448545,EpsilonGreedy
3,3.9246963452448766,EpsilonGreedy
3,2.898748095152888,EpsilonGreedy
3,4.487673274923294,EpsilonGreedy
3,6.0550926086214725,EpsilonGreedy
3,3.6806399924663418,EpsilonGreedy
3,3.1845009267115114,EpsilonGreedy
3,3.440974506766143,EpsilonGreedy
3,2.565911130767476,EpsilonGreedy
3,3.8084671760867073,EpsilonGreedy
3,3.898050487520143,EpsilonGreedy
3,4.04213408174193,EpsilonGreedy
3,4.85135426460051,EpsilonGreedy
3,3.379636277464448,EpsilonGreedy
3,3.4527201636624785,EpsilonGreedy
3,2.771945980876376,EpsilonGreedy
3,3.3734758173114563,EpsilonGreedy
3,1.8078699437580212,EpsilonGreedy
3,4.851402092378828,EpsilonGreedy
3,3.0120641542034585,EpsilonGreedy
3,3.0277314522759284,EpsilonGreedy
3,4.0794824518175385,EpsilonGreedy
3,3.189494153020781,EpsilonGreedy
3,3.095458116212929,EpsilonGreedy
3,2.9387373670534096,EpsilonGreedy
3,3.3456266538869843,EpsilonGreedy
3,4.218222732531096,EpsilonGreedy
3,4.91056412237108,EpsilonGreedy
3,3.1260258805149035,EpsilonGreedy
3,3.996704079672646,EpsilonGreedy
3,3.559495441126475,EpsilonGreedy
3,5.58203818296378,EpsilonGreedy
3,5.3957319359285645,EpsilonGreedy
3,2.6903507099881017,EpsilonGreedy
3,4.027690931616212,EpsilonGreedy
3,4.127365478537156,EpsilonGreedy
3,3.541890097168624,EpsilonGreedy
3,3.3740070697455997,EpsilonGreedy
3,3.171416228981265,EpsilonGreedy
3,3.454830800668156,EpsilonGreedy
3,1.4972404783377846,EpsilonGreedy
3,4.684642201555168,EpsilonGreedy
3,4.390253268983142,EpsilonGreedy
3,3.9150911675041677,EpsilonGreedy
3,3.275998203395701,EpsilonGreedy
3,3.4674196977795955,EpsilonGreedy
3,6.043320489682306,EpsilonGreedy
3,5.619612155437311,EpsilonGreedy
3,3.435442996730425,EpsilonGreedy
3,2.9979532763712657,EpsilonGreedy
3,3.541380723057001,EpsilonGreedy
3,3.693283600678183,EpsilonGreedy
3,2.8608582714101174,EpsilonGreedy
3,4.2677426657032616,EpsilonGreedy
3,3.8514485949929504,EpsilonGreedy
3,3.5925398623647347,EpsilonGreedy
3,3.3980313211036153,EpsilonGreedy
3,4.76025109463536,EpsilonGreedy
3,3.276660917548766,EpsilonGreedy
3,6.433848078402416,EpsilonGreedy
3,4.169729284390374,EpsilonGreedy
3,4.08939391914565,EpsilonGreedy
3,4.488044079378749,EpsilonGreedy
3,5.580134095075202,EpsilonGreedy
3,3.4054839472757505,EpsilonGreedy
3,4.588328518460642,EpsilonGreedy
3,4.543483152963778,EpsilonGreedy
3,5.034920927080599,EpsilonGreedy
3,3.729796681322462,EpsilonGreedy
3,4.947616937661409,EpsilonGreedy
3,3.3235869795159614,EpsilonGreedy
3,1.769670092374111,EpsilonGreedy
3,2.419748063256473,EpsilonGreedy
3,4.0160534186439305,EpsilonGreedy
3,4.892410819815211,EpsilonGreedy
3,4.095620445889392,EpsilonGreedy
3,4.165194380120577,EpsilonGreedy
3,4.568936674469642,EpsilonGreedy
3,4.509378116336106,EpsilonGreedy
3,5.247327055231724,EpsilonGreedy
3,3.5126049760788525,EpsilonGreedy
3,4.403820558679305,EpsilonGreedy
3,5.509771312459623,EpsilonGreedy
3,4.402034480046922,EpsilonGreedy
3,5.286974963849594,EpsilonGreedy
3,3.55536244175436,EpsilonGreedy
3,4.9638503187153615,EpsilonGreedy
3,4.973557447520124,EpsilonGreedy
3,2.367781920571481,EpsilonGreedy
3,4.2809643209182,EpsilonGreedy
3,4.170594203580864,EpsilonGreedy
3,4.835565398349904,EpsilonGreedy
3,4.180530841805432,EpsilonGreedy
3,6.6435715833985505,EpsilonGreedy
3,5.782163618536079,EpsilonGreedy
3,4.5902746190617885,EpsilonGreedy
3,4.250243932573649,EpsilonGreedy
3,2.860245571843294,EpsilonGreedy
3,4.183883351905157,EpsilonGreedy
3,4.100095442579699,EpsilonGreedy
3,6.538691101737486,EpsilonGreedy
3,4.523952667107793,EpsilonGreedy
3,5.070996467205255,EpsilonGreedy
3,3.4171993985870026,EpsilonGreedy
3,4.852246489030268,EpsilonGreedy
3,1.6792626260218695,EpsilonGreedy
3,5.2701255465757155,EpsilonGreedy
3,3.1815257829576087,EpsilonGreedy
3,2.874580992253111,EpsilonGreedy
3,3.85096333327047,EpsilonGreedy
3,4.804439110110865,EpsilonGreedy
3,3.842786106635549,EpsilonGreedy
3,2.982807829454609,EpsilonGreedy
3,4.516669308648122,EpsilonGreedy
3,3.200889429174735,EpsilonGreedy
3,3.8354643419503036,EpsilonGreedy
3,3.322433787266293,EpsilonGreedy
3,4.149286563472478,EpsilonGreedy
3,3.8851559805169766,EpsilonGreedy
3,4.155036623595518,EpsilonGreedy
3,6.569926839690334,EpsilonGreedy
3,2.8928955453999787,EpsilonGreedy
3,5.388582269040288,EpsilonGreedy
3,1.3406486429506272,EpsilonGreedy
3,2.822471634725064,EpsilonGreedy
3,4.20370179813885,EpsilonGreedy
3,3.8501220332375383,EpsilonGreedy
3,4.527764760931661,EpsilonGreedy
3,3.6381090287669964,EpsilonGreedy
3,3.9304101770869897,EpsilonGreedy
3,3.910778824406331,EpsilonGreedy
3,4.029983634527158,EpsilonGreedy
3,4.098745777637335,EpsilonGreedy
3,3.8696548540127917,EpsilonGreedy
3,3.6493184721212124,EpsilonGreedy
3,3.770783948446408,EpsilonGreedy
3,4.234652005155086,EpsilonGreedy
3,4.252755507537886,EpsilonGreedy
3,3.342766681882506,EpsilonGreedy
3,3.062644317776679,EpsilonGreedy
3,2.3302208279316,EpsilonGreedy
3,5.764686934262719,EpsilonGreedy
3,2.7584987690508775,EpsilonGreedy
3,3.183694590945154,EpsilonGreedy
3,4.756351569287381,EpsilonGreedy
3,2.5869756546582225,EpsilonGreedy
3,2.2465305837493372,EpsilonGreedy
3,3.455077765041091,EpsilonGreedy
3,4.971822690172735,EpsilonGreedy
3,3.9690417493634267,EpsilonGreedy
3,6.155239538433073,EpsilonGreedy
3,4.672257284413773,EpsilonGreedy
3,2.711552620242675,EpsilonGreedy
3,4.100817422254052,EpsilonGreedy
3,2.370407014023673,EpsilonGreedy
3,4.551863655309501,EpsilonGreedy
3,3.530852279805065,EpsilonGreedy
3,4.52693741263179,EpsilonGreedy
3,5.6205334451658775,EpsilonGreedy
3,5.570494635261139,EpsilonGreedy
3,3.8418985099298015,EpsilonGreedy
3,4.806593247913686,EpsilonGreedy
3,3.651986913703161,EpsilonGreedy
3,4.198558362896292,EpsilonGreedy
3,2.4759847582729697,EpsilonGreedy
3,3.2015609525829465,EpsilonGreedy
3,4.573966959201676,EpsilonGreedy
3,2.246426282091313,EpsilonGreedy
3,4.095320806947719,EpsilonGreedy
3,4.179036796548965,EpsilonGreedy
3,4.607566864331359,EpsilonGreedy
3,2.480820017013823,EpsilonGreedy
3,2.31044277392173,EpsilonGreedy
3,4.98712220012871,EpsilonGreedy
3,4.179845418728059,EpsilonGreedy
3,3.6651477276238866,EpsilonGreedy
3,2.442047682323332,EpsilonGreedy
3,3.599618639816682,EpsilonGreedy
3,2.912219064738238,EpsilonGreedy
3,4.92948250734477,EpsilonGreedy
3,2.6806521108625945,EpsilonGreedy
3,3.773754780991324,EpsilonGreedy
3,4.81669851771357,EpsilonGreedy
3,4.618661959709932,EpsilonGreedy
3,3.5462556914635583,EpsilonGreedy
3,4.6329416337934655,EpsilonGreedy
3,4.81848473463854,EpsilonGreedy
3,4.133847654246,EpsilonGreedy
3,4.446639731517085,EpsilonGreedy
3,3.7867276240342087,EpsilonGreedy
3,5.129069437535143,EpsilonGreedy
3,3.9195842262910072,EpsilonGreedy
3,2.5948400776355403,EpsilonGreedy
3,4.501033343517345,EpsilonGreedy
3,2.9575151257728614,EpsilonGreedy
3,5.277926829238165,EpsilonGreedy
3,4.4125703966441225,EpsilonGreedy
3,2.070315403685843,EpsilonGreedy
3,4.867765024170889,EpsilonGreedy
3,4.283032205395216,EpsilonGreedy
3,4.713399590205446,EpsilonGreedy
3,4.047017213123745,EpsilonGreedy
3,5.223170950591458,EpsilonGreedy
3,3.316568209869877,EpsilonGreedy
3,4.919827510147663,EpsilonGreedy
3,4.313861963470134,EpsilonGreedy
3,2.318179674866771,EpsilonGreedy
3,2.241401000005853,EpsilonGreedy
3,3.6996395119113714,EpsilonGreedy
3,3.195213083339675,EpsilonGreedy
3,2.0663216988924398,EpsilonGreedy
3,2.7926041683536256,EpsilonGreedy
3,3.834276946853385,EpsilonGreedy
3,3.1744151569825387,EpsilonGreedy
3,6.309722755406186,EpsilonGreedy
3,3.3361030864533343,EpsilonGreedy
3,5.167102914383636,EpsilonGreedy
3,5.621108557787715,EpsilonGreedy
3,3.4824663490917755,EpsilonGreedy
3,3.401075603440664,EpsilonGreedy
3,3.5040309536735292,EpsilonGreedy
3,3.8318851043747064,EpsilonGreedy
3,3.6266007316234306,EpsilonGreedy
3,2.826429792987875,EpsilonGreedy
3,4.343618589535217,EpsilonGreedy
3,3.6234473489777344,EpsilonGreedy
3,6.357376365032708,EpsilonGreedy
3,4.937838301566644,EpsilonGreedy
3,3.6374649749006376,EpsilonGreedy
3,4.583800376156291,EpsilonGreedy
3,4.543499102789342,EpsilonGreedy
3,5.08360965390547,EpsilonGreedy
3,2.2514530150424736,EpsilonGreedy
3,2.7426596995711554,EpsilonGreedy
3,3.159091201952145,EpsilonGreedy
3,3.9917219254499505,EpsilonGreedy
3,0.5191911712399162,EpsilonGreedy
3,3.1297767578564883,EpsilonGreedy
3,5.323874803787213,EpsilonGreedy
3,2.8681838578673045,EpsilonGreedy
3,4.240022737685046,EpsilonGreedy
3,4.305554320377259,EpsilonGreedy
3,4.405617593140379,EpsilonGreedy
3,4.715007013801141,EpsilonGreedy
3,5.008520824778582,EpsilonGreedy
3,5.531688801240915,EpsilonGreedy
3,3.6296766314027034,EpsilonGreedy
3,3.166441012720733,EpsilonGreedy
3,4.418252554786,EpsilonGreedy
3,4.400412029238437,EpsilonGreedy
3,4.81775269587605,EpsilonGreedy
3,2.510606940350694,EpsilonGreedy
3,4.753304269077649,EpsilonGreedy
3,2.6497515880571747,EpsilonGreedy
3,4.266580546694937,EpsilonGreedy
3,3.5986202426677734,EpsilonGreedy
3,5.2089819441064655,EpsilonGreedy
3,2.5585057519363845,EpsilonGreedy
3,4.175545829890508,EpsilonGreedy
3,4.408512348377426,EpsilonGreedy
3,3.6370427210312926,EpsilonGreedy
3,4.174639269367828,EpsilonGreedy
3,3.519868132304149,EpsilonGreedy
3,4.127802697366783,EpsilonGreedy
3,4.367102266788067,EpsilonGreedy
3,3.474194612687043,EpsilonGreedy
3,3.868961593001004,EpsilonGreedy
3,1.964759759374496,EpsilonGreedy
3,2.299006448061246,EpsilonGreedy
3,3.593507123303738,EpsilonGreedy
3,2.7701306217591855,EpsilonGreedy
3,3.822259678512594,EpsilonGreedy
3,5.121853189426848,EpsilonGreedy
3,5.310543824692213,EpsilonGreedy
3,3.7775872215444344,EpsilonGreedy
3,2.8530413712665608,EpsilonGreedy
3,2.7727402190791426,EpsilonGreedy
3,5.660136953448242,EpsilonGreedy
3,4.897888538760342,EpsilonGreedy
3,3.793432831568671,EpsilonGreedy
3,4.074206213800156,EpsilonGreedy
3,3.770597397269648,EpsilonGreedy
3,4.5055018106114915,EpsilonGreedy
3,3.97107511582513,EpsilonGreedy
3,4.7077155412496205,EpsilonGreedy
3,4.722540080290077,EpsilonGreedy
3,3.0556312224569475,EpsilonGreedy
3,4.3232457629089796,EpsilonGreedy
3,5.249201767487533,EpsilonGreedy
3,4.491404567019497,EpsilonGreedy
3,4.3749779383397085,EpsilonGreedy
3,3.242600483101691,EpsilonGreedy
3,3.2591675920322976,EpsilonGreedy
3,3.9857109686100314,EpsilonGreedy
3,3.3653949647066432,EpsilonGreedy
3,4.995752236681356,EpsilonGreedy
3,3.826965121303082,EpsilonGreedy
3,3.3118403098997273,EpsilonGreedy
3,5.023521522465661,EpsilonGreedy
3,2.906371053936605,EpsilonGreedy
3,3.9758230229018703,EpsilonGreedy
3,3.4289952803604264,EpsilonGreedy
3,6.402026281835456,EpsilonGreedy
3,3.9773969105551803,EpsilonGreedy
3,3.1236813320258188,EpsilonGreedy
3,4.037660233167938,EpsilonGreedy
3,3.8209880328825148,EpsilonGreedy
3,3.268122914369783,EpsilonGreedy
3,4.9888827373090185,EpsilonGreedy
3,4.6233098066546034,EpsilonGreedy
3,4.275510562348253,EpsilonGreedy
3,3.2014546843938176,EpsilonGreedy
3,5.811980124134871,EpsilonGreedy
3,4.357925728691769,EpsilonGreedy
3,3.4205367259299297,EpsilonGreedy
3,5.089009981784773,EpsilonGreedy
3,4.114533366215464,EpsilonGreedy
3,4.950145470998832,EpsilonGreedy
3,4.40134362702479,EpsilonGreedy
3,6.182507024177087,EpsilonGreedy
3,2.968423753129842,EpsilonGreedy
3,3.47070176245378,EpsilonGreedy
3,6.965010351720722,EpsilonGreedy
3,3.903371093376779,EpsilonGreedy
3,2.872172779498694,EpsilonGreedy
3,4.564277388026737,EpsilonGreedy
3,5.091046102164667,EpsilonGreedy
3,3.889266570919304,EpsilonGreedy
3,2.1356684716909053,EpsilonGreedy
3,3.098399253964428,EpsilonGreedy
3,2.4381931386045284,EpsilonGreedy
3,6.001737102530136,EpsilonGreedy
3,2.3670477194580166,EpsilonGreedy
3,3.427231575451474,EpsilonGreedy
3,4.532859892813459,EpsilonGreedy
3,2.746191766206743,EpsilonGreedy
3,4.401625505491474,EpsilonGreedy
3,3.3143897189181923,EpsilonGreedy
3,4.323800127605946,EpsilonGreedy
3,3.70851002100651,EpsilonGreedy
3,3.8432696017774743,EpsilonGreedy
3,5.06240150987512,EpsilonGreedy
3,2.8444319518942827,EpsilonGreedy
3,4.319223342195547,EpsilonGreedy
3,4.807293124811084,EpsilonGreedy
3,2.754233940900301,EpsilonGreedy
3,2.4441013495101043,EpsilonGreedy
3,3.727604029500191,EpsilonGreedy
3,1.9048424773200145,EpsilonGreedy
3,4.254173892246202,EpsilonGreedy
3,4.648924210506996,EpsilonGreedy
3,2.60800366281199,EpsilonGreedy
3,4.847079009985034,EpsilonGreedy
3,5.22250091488688,EpsilonGreedy
3,4.362655622251169,EpsilonGreedy
3,5.298738503943796,EpsilonGreedy
3,3.6731192203203484,EpsilonGreedy
3,3.4490518855345726,EpsilonGreedy
3,3.869084027230251,EpsilonGreedy
3,2.965045135467867,EpsilonGreedy
3,3.4112364637932044,EpsilonGreedy
3,4.009291752530912,EpsilonGreedy
3,4.139342593621264,EpsilonGreedy
3,4.452534891821335,EpsilonGreedy
3,1.8990811385480821,EpsilonGreedy
3,6.937752847167774,EpsilonGreedy
3,3.0615320897941514,EpsilonGreedy
3,4.644268159509302,EpsilonGreedy
3,4.276569152594928,EpsilonGreedy
3,3.3492864626549106,EpsilonGreedy
3,4.547215938057004,EpsilonGreedy
3,3.0828401948039637,EpsilonGreedy
3,3.96911236442842,EpsilonGreedy
3,6.003407267182105,EpsilonGreedy
3,3.551079172390204,EpsilonGreedy
3,4.067498535875009,EpsilonGreedy
3,2.9233394918223343,EpsilonGreedy
3,4.668407960942365,EpsilonGreedy
3,3.2283716775831217,EpsilonGreedy
3,4.296628319676175,EpsilonGreedy
3,5.005142573278018,EpsilonGreedy
3,3.74761995653555,EpsilonGreedy
3,4.564402987893266,EpsilonGreedy
3,4.355550629674353,EpsilonGreedy
3,5.0469201276500115,EpsilonGreedy
3,4.569950305341383,EpsilonGreedy
3,5.289756528375374,EpsilonGreedy
3,3.7386000750448773,EpsilonGreedy
3,2.721977416563624,EpsilonGreedy
3,2.3562592844119425,EpsilonGreedy
3,2.4472729321839624,EpsilonGreedy
3,3.6964640144228023,EpsilonGreedy
3,4.169693792352019,EpsilonGreedy
3,3.299884126794992,EpsilonGreedy
3,1.7509042719440608,EpsilonGreedy
3,3.317007669648877,EpsilonGreedy
3,3.5457557248467375,EpsilonGreedy
3,3.98006460475419,EpsilonGreedy
3,5.445384689582934,EpsilonGreedy
3,2.175930126107063,EpsilonGreedy
3,4.679973075516756,EpsilonGreedy
3,4.57546866749443,EpsilonGreedy
3,3.747314311999036,EpsilonGreedy
3,4.3920845297008695,EpsilonGreedy
3,3.8111033122155247,EpsilonGreedy
3,4.553073276440479,EpsilonGreedy
3,3.1294273837382436,EpsilonGreedy
3,3.0157276247074964,EpsilonGreedy
3,2.0878968389151398,EpsilonGreedy
3,4.396838665848805,EpsilonGreedy
3,3.396676434778288,EpsilonGreedy
3,2.413188284404911,EpsilonGreedy
3,3.030800389686234,EpsilonGreedy
3,4.551037302242538,EpsilonGreedy
3,4.160476206998846,EpsilonGreedy
3,3.0627719511661775,EpsilonGreedy
3,5.397414703060372,EpsilonGreedy
3,3.924855833189983,EpsilonGreedy
3,4.471961333246609,EpsilonGreedy
3,4.139215408644903,EpsilonGreedy
3,3.716058189117465,EpsilonGreedy
3,4.40119221632689,EpsilonGreedy
3,5.149419728263715,EpsilonGreedy
3,3.6990959806386408,EpsilonGreedy
3,4.747165224259581,EpsilonGreedy
3,3.2991683211339144,EpsilonGreedy
3,5.819573046698656,EpsilonGreedy
3,3.1718060187342365,EpsilonGreedy
3,6.222695629135075,EpsilonGreedy
3,2.762179055912884,EpsilonGreedy
3,3.645892358552013,EpsilonGreedy
3,4.453537833745176,EpsilonGreedy
3,5.224584437626143,EpsilonGreedy
3,5.623396562299046,EpsilonGreedy
